Customer_ID,Gender,Age,Married,Number_of_Dependents,City,Zip_Code,Latitude,Longitude,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Population
5515-AKOAJ,Female,38,No,0,Hawaiian Gardens,90716,33.830433,-118.074071,0,54,None,Yes,41.83,Yes,Yes,Fiber Optic,9,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.1,5440.9,0.0,0,2258.82,7699.72,Churned,Dissatisfaction,14852
5519-NPHVG,Female,53,No,0,Klamath River,96050,41.816593,-122.948287,0,12,None,Yes,12.75,Yes,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.2,1046.1,7.39,120,153.0,1311.71,Churned,Price,482
5519-YLDGW,Female,57,Yes,0,Los Angeles,90071,34.052917,-118.255178,1,21,Offer D,Yes,1.21,Yes,Yes,Fiber Optic,16,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.9,2254.2,0.0,0,25.41,2279.61,Churned,Dissatisfaction,21
5520-FVEWJ,Female,28,Yes,0,Santa Rosa,95405,38.439697,-122.668817,1,12,None,Yes,40.63,Yes,Yes,Fiber Optic,59,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.5,916.9,0.0,0,487.56,1404.46,Churned,Competitor,22250
5536-RTPWK,Male,54,Yes,0,Sausalito,94965,37.84864,-122.515692,1,49,Offer B,Yes,20.48,Yes,Yes,Fiber Optic,22,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.05,4853.75,14.24,0,1003.52,5843.03,Churned,Competitor,11213
5536-SLHPM,Female,38,Yes,0,Temecula,92592,33.507256,-117.029473,5,55,None,Yes,19.41,Yes,Yes,Fiber Optic,4,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,77.75,4458.15,0.0,0,1067.55,5525.7,Churned,Competitor,46171
5539-TMZLF,Male,69,No,0,Concord,94520,38.013824,-122.039144,0,1,None,Yes,33.84,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,69.75,0.0,0,33.84,103.59,Churned,Competitor,36186
5550-VFRLC,Female,70,No,0,Moorpark,93021,34.312946,-118.858169,0,1,None,Yes,43.45,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.85,69.85,0.0,40,43.45,153.3,Churned,Dissatisfaction,32984
5552-ZNFSJ,Male,49,No,0,Santa Rosa,95407,38.394093,-122.739814,0,1,None,Yes,34.37,No,Yes,DSL,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.3,45.3,0.0,0,34.37,79.67,Churned,Dissatisfaction,30876
5561-NWEVX,Female,78,Yes,0,Hermosa Beach,90254,33.86532,-118.396336,1,2,Offer E,Yes,17.73,Yes,Yes,Fiber Optic,18,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.2,172.85,0.0,0,35.46,208.31,Churned,Price,18693
5564-NEMQO,Female,80,No,0,Thermal,92274,33.53604,-116.119222,0,1,Offer E,Yes,35.09,No,Yes,Fiber Optic,17,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.3,75.3,0.0,20,35.09,130.39,Churned,Dissatisfaction,17018
5565-FILXA,Female,76,No,0,Escondido,92027,33.141266,-116.967221,0,16,None,Yes,38.75,Yes,Yes,Fiber Optic,16,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.15,1529.2,0.0,0,620.0,2149.2,Churned,Other,48690
5567-WSELE,Male,70,Yes,0,Richmond,94801,37.94529,-122.383941,1,3,Offer E,Yes,32.31,Yes,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.6,279.55,0.0,0,96.93,376.48,Churned,Competitor,28450
5569-KGJHX,Female,63,Yes,0,Canoga Park,91303,34.19829,-118.602203,1,9,Offer E,Yes,14.21,Yes,Yes,Fiber Optic,5,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.35,754.65,0.0,50,127.89,932.54,Churned,Dissatisfaction,23519
5569-OUICF,Female,67,Yes,0,San Diego,92109,32.787834,-117.232376,1,28,Offer C,Yes,16.43,Yes,Yes,Fiber Optic,20,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,101.3,2812.2,0.0,0,460.04,3272.24,Churned,Competitor,46086
5570-PTWEH,Female,33,Yes,0,Encinitas,92024,33.05458,-117.25665,1,3,None,Yes,15.02,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.15,216.75,0.0,0,45.06,261.81,Churned,Attitude,47126
5572-ZDXHY,Female,25,No,0,Santa Rosa,95409,38.46889,-122.580539,0,22,None,Yes,29.07,No,Yes,Fiber Optic,52,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,84.3,1855.65,0.0,0,639.54,2495.19,Churned,Competitor,25718
5583-SXDAG,Male,41,Yes,0,Alhambra,91803,34.074738,-118.145959,1,1,Offer E,Yes,19.15,No,Yes,Fiber Optic,18,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,70.0,70.0,0.0,10,19.15,99.15,Churned,Other,30635
5590-BYNII,Male,51,No,0,Bayside,95524,40.825485,-124.049485,0,22,None,Yes,35.93,Yes,Yes,Fiber Optic,17,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.75,2095.0,0.0,0,790.46,2885.46,Churned,Other,1689
5597-GLBUC,Female,48,No,0,Squaw Valley,93675,36.71914,-119.202677,0,1,Offer E,Yes,22.97,No,Yes,Fiber Optic,23,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.45,85.45,0.0,0,22.97,108.42,Churned,Price,3146
5609-CEBID,Female,77,No,0,Hemet,92544,33.644585,-116.871544,0,20,None,Yes,48.73,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,94.1,1782.4,0.0,80,974.6,2837.0,Churned,Competitor,39264
5644-PDMZC,Female,69,No,0,Delano,93215,35.772243,-119.209689,0,2,None,Yes,47.47,Yes,Yes,Fiber Optic,19,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,89.5,161.5,0.0,0,94.94,256.44,Churned,Attitude,37280
5649-ANRML,Male,76,No,0,Clipper Mills,95930,39.56224,-121.14836,0,2,Offer E,Yes,12.96,No,Yes,Fiber Optic,20,No,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,95.1,180.25,0.0,0,25.92,206.17,Churned,Dissatisfaction,282
5649-VUKMC,Female,61,No,0,San Diego,92126,32.886925,-117.152162,0,12,None,Yes,34.81,No,Yes,Fiber Optic,16,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,95.5,1115.15,0.0,0,417.72,1532.87,Churned,Competitor,74232
5655-JSMZM,Male,66,No,0,Coalinga,93210,36.186867,-120.387793,0,49,Offer B,Yes,32.36,Yes,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.2,4718.25,0.0,0,1585.64,6303.89,Churned,Attitude,18036
5673-FSSMF,Female,19,No,0,Delhi,95315,37.422962,-120.765493,0,1,Offer E,Yes,33.48,Yes,Yes,Cable,59,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,60.15,60.15,0.0,20,33.48,113.63,Churned,Attitude,10159
5685-IIXLY,Female,54,Yes,0,Novato,94945,38.1359,-122.563683,1,5,None,Yes,7,No,Yes,Fiber Optic,23,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,83.6,404.2,24.44,0,35.0,414.76,Churned,Competitor,16429
5692-FPTAH,Female,32,No,0,Nicolaus,95659,38.7889,-121.608624,0,1,None,Yes,38.31,No,Yes,Cable,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.4,45.4,0.0,0,38.31,83.71,Churned,Dissatisfaction,751
5696-QURRL,Male,31,No,0,Waterford,95386,37.669518,-120.626964,0,1,None,Yes,13.84,No,Yes,DSL,26,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,-5.0,45.05,0.0,70,13.84,128.89,Churned,Dissatisfaction,8308
5698-BQJOH,Female,41,No,2,Beverly Hills,90211,34.063946,-118.383001,0,9,None,Yes,27.21,Yes,Yes,Fiber Optic,29,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.4,857.25,0.0,0,244.89,1102.14,Churned,Price,8321
5707-ORNDZ,Male,79,No,0,Yuba City,95993,39.075695,-121.70606,0,9,Offer E,Yes,2.45,Yes,Yes,DSL,7,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.55,494.05,0.0,0,22.05,516.1,Churned,Dissatisfaction,27786
5708-EVONK,Female,37,Yes,0,Cassel,96016,40.936283,-121.572692,1,58,None,Yes,3.65,Yes,Yes,Fiber Optic,20,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.4,5435.6,0.0,0,211.7,5647.3,Churned,Other,344
5712-PTIWW,Male,46,No,0,Mcarthur,96056,41.10831,-121.360362,0,2,Offer E,Yes,16.14,No,Yes,Fiber Optic,2,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.85,152.45,0.0,0,32.28,184.73,Churned,Dissatisfaction,1554
5729-KLZAR,Female,22,Yes,0,Sacramento,95817,38.55072,-121.457314,1,4,Offer E,Yes,44.28,No,Yes,Fiber Optic,59,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,80.85,302.75,0.0,40,177.12,519.87,Churned,Competitor,14966
5747-PMBSQ,Male,72,Yes,0,San Diego,92126,32.886925,-117.152162,1,10,None,Yes,11.12,No,Yes,Fiber Optic,30,No,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,92.5,934.1,0.0,100,111.2,1145.3,Churned,Competitor,74232
5748-RNCJT,Male,58,No,0,Sacramento,95820,38.53508,-121.444144,0,69,Offer A,Yes,26.88,Yes,Yes,Fiber Optic,11,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,106.5,7348.8,0.0,0,1854.72,9203.52,Churned,Competitor,37031
5766-XQXMQ,Female,45,No,0,Princeton,95970,39.424957,-122.039307,0,29,None,Yes,1.02,No,Yes,DSL,19,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,68.85,1970.5,0.0,0,29.58,2000.08,Churned,Competitor,495
5797-APWZC,Female,41,No,0,San Francisco,94105,37.78917,-122.395009,0,1,Offer E,Yes,31.68,No,Yes,Fiber Optic,22,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.6,90.6,0.0,0,31.68,122.28,Churned,Competitor,2066
5804-LEPIM,Female,74,No,0,San Diego,92122,32.85723,-117.209774,0,2,Offer E,Yes,13.17,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.35,139.05,0.0,0,26.34,165.39,Churned,Other,34902
5813-UECBU,Male,78,No,0,Bridgeville,95526,40.37253,-123.525626,0,33,None,Yes,38.53,Yes,Yes,Fiber Optic,2,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,83.85,2716.3,0.0,0,1271.49,3987.79,Churned,Competitor,695
5828-AVIPD,Male,29,Yes,0,Sierraville,96126,39.559708,-120.345639,1,19,None,Yes,5.93,Yes,Yes,Fiber Optic,51,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.95,1875.55,0.0,0,112.67,1988.22,Churned,Dissatisfaction,227
5832-XKAES,Male,56,No,0,Sierraville,96126,39.559708,-120.345639,0,2,Offer E,Yes,37.72,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.8,134.7,0.0,0,75.44,210.14,Churned,Other,227
5834-ASPWA,Male,55,No,0,San Diego,92117,32.825085,-117.199424,0,1,None,Yes,11.58,Yes,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.45,75.45,0.0,0,11.58,87.03,Churned,Competitor,51213
5835-BEQEU,Male,44,No,0,Escondido,92027,33.141266,-116.967221,0,3,None,Yes,38.38,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,76.95,228.4,0.0,10,115.14,353.54,Churned,Competitor,48690
5842-POCOP,Female,37,Yes,0,Randsburg,93554,35.405724,-117.773354,1,5,None,Yes,41.57,No,Yes,Cable,27,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,88.9,454.15,0.0,0,207.85,662.0,Churned,Competitor,117
5868-YWPDW,Male,76,Yes,0,Sherman Oaks,91423,34.146957,-118.432138,1,6,None,Yes,40.44,No,Yes,Fiber Optic,25,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.2,519.15,0.0,0,242.64,761.79,Churned,Dissatisfaction,29387
5875-YPQFJ,Male,51,No,0,Fremont,94555,37.555473,-122.080312,0,1,Offer E,Yes,45.66,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.9,69.9,0.0,0,45.66,115.56,Churned,Competitor,33883
5876-HZVZM,Female,55,Yes,3,West Covina,91792,34.024406,-117.898722,1,6,Offer E,Yes,14.51,No,Yes,Cable,20,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,55.9,365.35,0.0,30,87.06,482.41,Churned,Attitude,31622
5883-GTGVD,Male,54,No,0,Biola,93606,36.79888,-120.019511,0,19,Offer D,Yes,2.19,Yes,Yes,Fiber Optic,18,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.95,1931.75,0.0,0,41.61,1973.36,Churned,Competitor,807
5884-GCYMI,Male,62,No,0,San Diego,92130,32.957195,-117.202542,0,1,Offer E,Yes,38.53,No,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,69.4,69.4,0.0,0,38.53,107.93,Churned,Competitor,28201
5889-JTMUL,Female,67,Yes,0,Castaic,91384,34.506626,-118.699048,1,50,Offer B,Yes,31.56,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,95.05,4888.7,0.0,50,1578.0,6516.7,Churned,Price,22177
5889-LFOLL,Female,27,No,0,Canby,96015,41.486954,-120.913975,0,13,Offer D,Yes,35.96,Yes,Yes,Fiber Optic,42,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.6,1115.2,0.0,0,467.48,1582.68,Churned,Competitor,417
5896-NPFWW,Male,23,Yes,0,San Diego,92129,32.961063,-117.134917,1,3,None,Yes,13.54,No,Yes,Cable,51,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.15,168.15,0.0,0,40.62,208.77,Churned,Competitor,47224
5899-MQZZL,Female,25,No,0,San Ysidro,92173,32.55583,-117.040073,0,13,Offer D,Yes,6.03,Yes,Yes,Fiber Optic,48,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,75.0,999.45,0.0,0,78.39,1077.84,Churned,Competitor,28488
5906-CVLHP,Female,60,Yes,0,Rowland Heights,91748,33.976753,-117.897367,1,45,None,Yes,42.04,No,Yes,Cable,26,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,54.15,2319.8,0.0,0,1891.8,4211.6,Churned,Attitude,46342
5908-QMGOE,Male,74,No,0,Fowler,93625,36.625793,-119.672483,0,15,None,Yes,23.53,Yes,Yes,Fiber Optic,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.2,1133.9,43.31,0,352.95,1443.54,Churned,Competitor,5635
5909-ECHUI,Female,49,No,0,Oak Run,96069,40.689243,-122.037023,0,1,None,Yes,26.14,No,Yes,DSL,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,56.25,56.25,0.0,0,26.14,82.39,Churned,Price,829
5914-DVBWJ,Female,80,No,0,Riverside,92508,33.885498,-117.324959,0,18,None,Yes,2.36,Yes,Yes,Fiber Optic,21,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.45,1505.85,0.0,0,42.48,1548.33,Churned,Competitor,17147
5919-TMRGD,Female,32,No,3,Huntington Park,90255,33.97803,-118.217141,0,1,None,Yes,13.13,No,Yes,Fiber Optic,57,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.35,79.35,0.0,0,13.13,92.48,Churned,Competitor,78114
5922-ABDVO,Female,20,Yes,0,Seal Beach,90740,33.75462,-118.071128,1,19,Offer D,Yes,21.71,Yes,Yes,Fiber Optic,47,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,89.65,1761.05,0.0,80,412.49,2253.54,Churned,Attitude,24180
5923-GXUOC,Male,37,No,0,Fallbrook,92028,33.362576,-117.299644,0,10,None,Yes,8.38,No,Yes,Fiber Optic,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,1081.45,0.0,0,83.8,1165.25,Churned,Competitor,42239
5931-FLJJF,Male,75,Yes,0,Midway City,92655,33.74444,-117.98588,1,7,None,Yes,16.05,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.1,467.55,20.23,0,112.35,559.67,Churned,Attitude,8660
5940-AHUHD,Male,30,No,0,Pomona,91768,34.067932,-117.785168,0,1,Offer E,Yes,44.59,No,Yes,Fiber Optic,41,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,70.6,70.6,0.0,0,44.59,115.19,Churned,Attitude,36057
5940-NFXKV,Male,59,Yes,0,San Diego,92109,32.787834,-117.232376,1,19,None,Yes,14.09,Yes,Yes,Fiber Optic,25,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,83.65,1465.75,0.0,130,267.71,1863.46,Churned,Competitor,46086
5949-EBSQK,Male,44,Yes,1,Sunset Beach,90742,33.71922,-118.073596,4,4,None,Yes,27.24,No,Yes,DSL,21,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,61.45,229.55,0.0,0,108.96,338.51,Churned,Price,1107
5949-XIKAE,Female,32,Yes,0,San Bernardino,92401,34.105934,-117.2914,1,8,None,Yes,32.32,No,Yes,Cable,25,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.55,680.05,0.0,0,258.56,938.61,Churned,Dissatisfaction,1779
5955-ERIHD,Male,53,Yes,0,Lakewood,90712,33.840523,-118.148403,1,18,Offer D,Yes,31.49,Yes,Yes,Fiber Optic,20,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.7,1687.95,0.0,0,566.82,2254.77,Churned,Price,30173
5956-VKDTT,Female,72,Yes,0,Moreno Valley,92557,33.97066,-117.255039,4,5,Offer E,Yes,45.76,Yes,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.35,334.8,0.0,0,228.8,563.6,Churned,Dissatisfaction,46214
5959-BELXA,Male,67,No,0,Yucaipa,92399,34.04597,-117.011825,0,32,Offer C,Yes,25.45,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,96.15,3019.25,0.0,0,814.4,3833.65,Churned,Price,41575
5960-WPXQM,Male,24,No,0,Temecula,92592,33.507256,-117.029473,0,1,None,Yes,31.34,No,Yes,Fiber Optic,52,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.05,79.05,0.0,0,31.34,110.39,Churned,Competitor,46171
5976-JCJRH,Male,36,Yes,0,Danville,94526,37.81546,-121.977203,1,10,Offer D,Yes,31.72,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,738.2,0.0,0,317.2,1055.4,Churned,Dissatisfaction,32873
5980-NOPLP,Female,19,Yes,0,Pasadena,91105,34.13946,-118.166649,4,44,None,Yes,11.24,Yes,Yes,Fiber Optic,59,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.1,4364.1,0.0,0,494.56,4858.66,Churned,Competitor,10253
5981-ITEMU,Male,58,Yes,0,Marshall,94940,38.129307,-122.834815,1,40,Offer B,Yes,16.33,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.1,3706.95,41.85,0,653.2,4318.3,Churned,Competitor,406
5995-OIGLP,Male,42,No,0,Port Costa,94569,38.035706,-122.196821,0,12,None,Yes,7.97,No,Yes,Cable,10,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,56.65,654.85,0.0,0,95.64,750.49,Churned,Price,173
5998-VVEJY,Male,34,No,0,Glendora,91741,34.14649,-117.849815,0,26,None,Yes,24.16,Yes,Yes,Fiber Optic,22,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5,2088.8,0.0,0,628.16,2716.96,Churned,Other,24973
6000-APYLU,Male,39,No,0,Valencia,91355,34.43987,-118.644609,0,9,None,Yes,20.34,No,Yes,Fiber Optic,7,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.8,713.1,0.0,0,183.06,896.16,Churned,Competitor,24977
6005-OBZPH,Female,68,No,0,San Diego,92126,32.886925,-117.152162,0,26,Offer C,Yes,9.09,Yes,Yes,Fiber Optic,12,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,2277.65,0.0,0,236.34,2513.99,Churned,Other,74232
6015-VVHHE,Female,68,No,0,Los Angeles,90039,34.110844,-118.259595,0,5,None,Yes,41.83,Yes,Yes,Fiber Optic,25,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,83.15,446.05,0.0,0,209.15,655.2,Churned,Dissatisfaction,29310
6017-PPLPX,Male,47,Yes,0,Daly City,94014,37.691563,-122.445202,1,20,None,Yes,16.49,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.45,1470.95,0.0,0,329.8,1800.75,Churned,Competitor,47453
6022-UGGSO,Female,70,No,0,Citrus Heights,95610,38.69508,-121.271616,0,32,Offer C,Yes,33.22,No,Yes,Fiber Optic,9,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,2276.95,44.31,0,1063.04,3295.68,Churned,Competitor,43718
6023-YEBUP,Male,32,No,0,Stockton,95210,38.03322,-121.297433,0,3,Offer E,Yes,11.94,Yes,Yes,Cable,30,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,100.95,329.95,0.0,10,35.82,375.77,Churned,Competitor,40611
6029-WTIPC,Male,73,No,0,San Diego,92109,32.787834,-117.232376,0,37,Offer C,Yes,38.06,Yes,Yes,Fiber Optic,19,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.1,3744.05,0.0,0,1408.22,5152.27,Churned,Competitor,46086
6032-KRXXO,Male,33,No,0,San Diego,92130,32.957195,-117.202542,0,30,None,Yes,30.06,No,Yes,Fiber Optic,19,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.25,2755.35,0.0,0,901.8,3657.15,Churned,Competitor,28201
6047-YHPVI,Male,56,No,3,Los Angeles,90039,34.110844,-118.259595,0,5,None,Yes,12.6,No,Yes,Fiber Optic,58,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.7,316.9,0.0,0,63.0,379.9,Churned,Competitor,29310
6060-DRTNL,Female,66,No,0,San Jacinto,92583,33.79657,-116.924723,0,5,None,Yes,27.35,No,Yes,Fiber Optic,27,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,84.85,415.55,0.0,20,136.75,572.3,Churned,Competitor,21349
6086-ESGRL,Female,53,No,0,Brea,92821,33.9302,-117.862898,0,1,Offer E,Yes,4.67,No,Yes,Fiber Optic,11,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,-7.0,80.15,0.0,0,4.67,84.82,Churned,Attitude,34055
6087-MVHJH,Female,44,No,0,French Camp,95231,37.873283,-121.292034,0,16,Offer D,Yes,17.8,Yes,Yes,Fiber Optic,5,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88.45,1422.1,0.0,140,284.8,1846.9,Churned,Other,5094
6097-EQISJ,Female,41,Yes,0,Los Angeles,90058,34.001617,-118.222274,1,66,Offer A,Yes,48.77,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,102.45,6615.15,0.0,130,3218.82,9963.97,Churned,Competitor,3642
6100-QQHEB,Male,42,Yes,0,San Jose,95121,37.30468,-121.809955,1,17,Offer D,Yes,17.71,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.55,1515.1,0.0,0,301.07,1816.17,Churned,Other,37127
6101-IMRMM,Male,53,No,0,El Segundo,90245,33.917145,-118.401554,0,6,Offer E,Yes,16.58,No,Yes,Fiber Optic,17,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Mailed Check,94.5,575.45,0.0,10,99.48,684.93,Churned,Dissatisfaction,16041
6108-OQZDQ,Female,21,Yes,0,Keene,93531,35.21498,-118.59049,4,4,Offer E,Yes,9.98,Yes,Yes,Fiber Optic,51,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.95,384.5,0.0,0,39.92,424.42,Churned,Attitude,1436
6110-OHIHY,Male,33,No,0,Burney,96013,40.946785,-121.719489,0,3,Offer E,Yes,49.76,No,Yes,Fiber Optic,3,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,79.25,267.6,0.0,10,149.28,426.88,Churned,Competitor,4552
